Course,Area,Topic,In_Level_1,In_Level_2,In_Level_3,In_Level_4,Reoccurs
Mathematics,Area8,"member, provide, fund, available, faculty",0,0,1,1,1
Mathematics,Area8,"cubicle, construction, fund, available, faculty",0,0,1,1,1
Mathematics,Area8,"consequently, box, material, various, area",0,0,1,0,0
Mathematics,Area8,"member, provide, fund, available, faculty",0,0,1,1,1
Mathematics,Area8,"cafeteria, satellite, consider, fund, available",0,0,1,1,0
Mathematics,Area8,"spacious, warrant, budget, student, consider",0,0,0,1,0
Mathematics,Area8,"occupancy, instal, room, comfort, building",0,0,0,1,0
Mathematics,Area8,"orderliness, importance, instal, room, comfort",0,0,0,1,0
Mathematics,Area8,"pest, periodic, university, control, facility",0,0,0,1,0
Mathematics,Area9,"commonly, acid, separate, laboratory, room",0,0,1,1,1
Mathematics,Area9,"hazard, float, pay, provide, material",0,0,1,0,0
Mathematics,Area9,"equipment, drawer, cabinet, repair, laboratory",0,0,1,1,1
Mathematics,Area9,"properly, treat, waste, place, chemical",0,0,1,0,0
Mathematics,Area9,"stockroom, laboratory, chemical, provide, technician",0,0,1,1,1
Mathematics,Area9,"document, date, laboratory, room, equipment",0,0,1,1,0
Mathematics,Area9,"instal, immediately, time, washer, equipment",0,0,1,1,0
Mathematics,Area9,"document, date, laboratory, room, equipment",0,0,1,1,0
Mathematics,Area9,"label, equipment, conduct, inventory, laboratory",0,0,1,1,0
Mathematics,Area9,"unserviceable, need, area, laboratory, room",0,0,1,1,0
Nursing,Area1,"participation, review, revision, stakeholder, statement",1,0,0,0,1
Nursing,Area1,"participation, review, revision, stakeholder, statement",1,0,0,0,1
Nursing,Area1,"participation, review, revision, stakeholder, statement",1,0,0,0,1
Nursing,Area1,"participation, review, revision, stakeholder, statement",1,0,0,0,1
Nursing,Area1,"participation, review, revision, stakeholder, statement",1,0,0,0,1
Nursing,Area1,"conduct, stakeholder, student, study, faculty",1,1,0,0,1
Nursing,Area1,"conduct, stakeholder, student, study, faculty",1,1,0,0,1
Nursing,Area1,"conduct, stakeholder, student, study, faculty",1,1,0,0,1
Nursing,Area1,"conduct, stakeholder, student, study, faculty",1,1,0,0,1
Nursing,Area1,"tabulate, analyze, awareness, interpret, faculty",1,1,0,0,1
Nursing,Area1,"dissemination, conduct, awareness, research, wider",1,1,0,0,0
Nursing,Area1,"university, activity, practice, educational, goal",0,1,0,0,0
Nursing,Area1,"nursing, cultural, college, objective, program",0,1,0,0,0
Nursing,Area1,"nursing, cultural, college, program, objective",0,1,0,0,0
Nursing,Area1,"nursing, cultural, college, program, objective",0,1,0,0,0
Nursing,Area10,"nonserviceable, listing, report, document, provide",1,0,0,0,1
Nursing,Area10,"relationship, unending, administration, student, provide",1,0,0,0,1
Nursing,Area10,"budget, andfinancial, preparationallocation, unit, document",0,0,0,0,0
Nursing,Area10,"nonserviceable, serviceable, listing, report, equipment",1,0,0,0,1
Nursing,Area10,"personnel, improve, evaluation, result, performance",0,0,0,0,0
Nursing,Area10,"update, serviceable, equipment, nonserviceable, need",1,0,0,0,0
Nursing,Area10,"board, approve, university, handbook, student",1,1,0,0,1
Nursing,Area10,"update, serviceable, equipment, nonserviceable, need",1,0,0,0,0
Nursing,Area10,"dean, college, chart, revise, way",1,1,0,0,1
Nursing,Area10,"equipment, nonserviceable, update, serviceable, need",1,0,0,0,0
Nursing,Area10,"lift, produce, separate, code, college",1,1,0,0,0
Nursing,Area10,"attune, goal, globalization, challenge, integration",0,1,0,0,0
Nursing,Area10,"vision, attainment, university, code, college",1,1,0,0,0
Nursing,Area10,"practice, world, vision, attainment, university",1,1,0,0,0
Nursing,Area10,"linkage, international, establish, growth, encourage",0,1,0,0,0
Nursing,Area2,"research, development, degree, need, faculty",1,1,0,0,1
Nursing,Area2,"create, committee, capability, line, research",0,1,0,0,1
Nursing,Area2,"create, committee, capability, line, research",0,1,0,0,1
Nursing,Area2,"create, committee, capability, line, research",0,1,0,0,1
Nursing,Area2,"create, committee, capability, line, research",0,1,0,0,1
Nursing,Area2,"faculty, dbm, overload, ruling, follow",1,1,0,0,1
Nursing,Area2,"gain, experience, report, work, clinical",1,0,0,0,0
Nursing,Area2,"phc, nursing, degree, master, faculty",1,1,0,0,1
Nursing,Area2,"membership, responsibility, faculty, encourage, professional",1,1,0,0,1
Nursing,Area2,"faculty, dbm, overload, ruling, follow",1,1,0,0,1
Nursing,Area2,"finish, encourage, master, degree, member",1,1,0,0,0
Nursing,Area2,"not_only, subject, field, utilized, faculty",1,1,0,0,0
Nursing,Area2,"correlation, handle, faculty, plan, area",1,1,0,0,0
Nursing,Area2,"conduct, review, extension, research, faculty",1,1,0,0,0
Nursing,Area2,"master, encourage, degree, member, faculty",1,1,0,0,0
Nursing,Area3,"date, award, analysis, tracer, tracked",0,0,0,0,0
Nursing,Area3,"analysis, include, tracked, student, syllabus",1,1,0,0,1
Nursing,Area3,"date, award, analysis, tracer, tracked",0,0,0,0,0
Nursing,Area3,"date, award, analysis, tracer, tracked",0,0,0,0,0
Nursing,Area3,"date, award, analysis, tracer, tracked",0,0,0,0,0
Nursing,Area3,"sign, clinical, prepared, supervisor, dean",1,0,0,0,0
Nursing,Area3,"equipment, doll, stateoftheart, adequacy, nursing",1,1,0,0,1
Nursing,Area3,"contain, conduct, component, school, year",1,0,0,0,0
Nursing,Area3,"material, instructional, develop, try, faculty",1,1,0,0,1
Nursing,Area3,"produce, procedure, manual, student, faculty",1,1,0,0,1
Nursing,Area3,"material, safely, instruction, nursing, faculty",1,1,0,0,0
Nursing,Area3,"instructional, kept, provide, material, safely",1,1,0,0,0
Nursing,Area3,"concern, area, iv, student, nursing",1,1,0,0,0
Nursing,Area3,"nursing, instruction, faculty, manual, procedure",1,1,0,0,0
Nursing,Area3,"international, development, encourage, member, college",0,1,0,0,0
Nursing,Area4,"facility, equipment, conduct, necessary, need",0,0,0,0,0
Nursing,Area4,"facility, equipment, conduct, necessary, need",0,0,0,0,0
Nursing,Area4,"facility, equipment, conduct, necessary, need",0,0,0,0,0
Nursing,Area4,"facility, equipment, conduct, necessary, need",0,0,0,0,0
Nursing,Area4,"equipment, conduct, necessary, ssp, update",0,0,0,0,0
Nursing,Area4,"group, question, entertain, small, orientation",1,0,0,0,0
Nursing,Area4,"frequent, dialoguesconference, problem, trauma, student",1,0,0,0,0
Nursing,Area4,"guidance, budgetary, peer, student, counselor",1,1,0,0,1
Nursing,Area4,"question, entertain, small, orientation, student",1,0,0,0,0
Nursing,Area4,"question, entertain, small, orientation, student",1,0,0,0,0
Nursing,Area4,"assistance, ip, scholarship, andor, pwds",0,1,0,0,0
Nursing,Area4,"law, especially, study, implication, pwds",0,1,0,0,0
Nursing,Area4,"preparation, wear, requirement, guidance, food",1,1,0,0,0
Nursing,Area4,"guidance, ratio, counselorstudent, comply, ched",1,1,0,0,0
Nursing,Area4,"guidance, ratio, counselorstudent, comply, ched",1,1,0,0,0
Nursing,Area5,"engage, department, align, institution, stakeholder",0,1,0,0,1
Nursing,Area5,"engage, department, align, institution, stakeholder",0,1,0,0,1
Nursing,Area5,"align, formulation, need, agenda, research",1,1,0,0,1
Nursing,Area5,"engage, department, align, institution, stakeholder",0,1,0,0,1
Nursing,Area5,"engage, department, align, institution, stakeholder",0,1,0,0,1
Nursing,Area5,"utilization, record, enhancement, highly, nursing",1,0,0,0,0
Nursing,Area5,"paper, attention, undertaking, development, research",1,1,0,0,1
Nursing,Area5,"involve, researchesthesis, especially, member, faculty",1,0,0,0,0
Nursing,Area5,"alumnus, agenda, government, increase, research",1,1,0,0,1
Nursing,Area5,"clearcut, advise, provide, formulation, policy",1,0,0,0,0
Nursing,Area5,"assistance, support, research, national, international",1,1,0,0,0
Nursing,Area5,"assistance, support, research, national, international",1,1,0,0,0
Nursing,Area5,"collaborative, engage, local, college, research",1,1,0,0,0
Nursing,Area5,"education, broaden, national, international, research",1,1,0,0,0
Nursing,Area5,"assistance, support, research, national, international",1,1,0,0,0
Nursing,Area6,"linkage, plan, program, raise, sustainable",1,1,0,0,1
Nursing,Area6,"linkage, plan, program, raise, sustainable",1,1,0,0,1
Nursing,Area6,"linkage, plan, program, raise, sustainable",1,1,0,0,1
Nursing,Area6,"linkage, plan, program, raise, sustainable",1,1,0,0,1
Nursing,Area6,"program, raise, sustainable, agency, extension",1,1,0,0,1
Nursing,Area6,"adopt, design, community, project, program",1,1,0,0,1
Nursing,Area6,"community, program, project, make, extension",1,1,0,0,1
Nursing,Area6,"vigorously, systematic, activity, related, extension",1,1,0,0,1
Nursing,Area6,"project, extension, community, participate, actively",1,1,0,0,1
Nursing,Area6,"nursing, monitoring, project, evaluation, extension",1,1,0,0,1
Nursing,Area6,"encourage, additional, need, program, project",1,1,0,0,0
Nursing,Area6,"development, need, sustainability, planprogramprojectactivity, extension",1,1,0,0,0
Nursing,Area6,"contribute, academic, survey, university, program",1,1,0,0,0
Nursing,Area6,"encourage, additional, need, program, project",1,1,0,0,0
Nursing,Area6,"expand, administration, external, initiative, project",1,1,0,0,0
Nursing,Area7,"facility, inventory, library, list, complete",1,1,0,0,1
Nursing,Area7,"facility, inventory, library, list, complete",1,1,0,0,1
Nursing,Area7,"librarian, budget, pparticipants, preparation, provide",0,0,0,0,0
Nursing,Area7,"facility, inventory, library, list, complete",1,1,0,0,1
Nursing,Area7,"filipiniana, collection, resource, textbook, author",1,1,0,0,1
Nursing,Area7,"feasible, deterioration, air, install, exhibit",1,0,0,0,0
Nursing,Area7,"adapt, faster, access, collection, library",1,1,0,0,1
Nursing,Area7,"month, reading, summer, ventilation, area",1,0,0,0,0
Nursing,Area7,"development, program, continue, conduct, staff",1,0,0,0,0
Nursing,Area7,"continue, conduct, staff, collection, area",1,1,0,0,1
Nursing,Area7,"integrate, facilitates, organization, library, consider",1,1,0,0,0
Nursing,Area7,"material, library, instal, consider, collection",1,1,0,0,0
Nursing,Area7,"curricular, conform, number, volume, collection",1,1,0,0,0
Nursing,Area7,"monitoring, security, mirror, administration, cctv",0,1,0,0,0
Nursing,Area7,"unit, additional, conducive, make, instal",0,1,0,0,0
Nursing,Area8,"supply, occupancy, dormitory, secure, certificate",0,0,0,0,0
Nursing,Area8,"complete, center, inventory, supply, facility",0,0,0,0,0
Nursing,Area8,"supply, occupancy, dormitory, secure, certificate",0,0,0,0,0
Nursing,Area8,"supply, occupancy, dormitory, secure, certificate",0,0,0,0,0
Nursing,Area8,"supply, occupancy, dormitory, secure, certificate",0,0,0,0,0
Nursing,Area8,"partially, raise, university, utilization, way",1,0,0,0,0
Nursing,Area8,"partially, raise, university, utilization, way",1,0,0,0,0
Nursing,Area8,"university, utilization, way, building, fund",1,1,0,0,1
Nursing,Area8,"partially, raise, university, utilization, way",1,0,0,0,0
Nursing,Area8,"partially, raise, university, utilization, way",1,0,0,0,0
Nursing,Area8,"responsibility, classroom, maintenance, beautification, student",0,1,0,0,0
Nursing,Area8,"student, inspection, periodically, pest, control",0,1,0,0,0
Nursing,Area8,"college, available, hose, firefighting, building",1,1,0,0,0
Nursing,Area8,"student, inspection, periodically, pest, control",0,1,0,0,0
Nursing,Area8,"student, inspection, periodically, pest, control",0,1,0,0,0
Nursing,Area9,"kit, material, cabinet, aid, laboratory",1,1,0,0,1
Nursing,Area9,"kit, material, cabinet, aid, laboratory",1,1,0,0,1
Nursing,Area9,"apparatus, complete, supply, kit, material",1,1,0,0,1
Nursing,Area9,"kit, material, cabinet, aid, laboratory",1,1,0,0,1
Nursing,Area9,"document, care, attend, training, laboratory",0,0,0,0,0
Nursing,Area9,"high, especially, elevate, amphitheater, view",1,0,0,0,0
Nursing,Area9,"drug, need, aid, stock, emergency",1,1,0,0,1
Nursing,Area9,"complete, ched, number, tray, prescribed",1,1,0,0,1
Nursing,Area9,"not_just, look, make, room, bh",1,1,0,0,1
Nursing,Area9,"room, make, update, contract, affiliation",1,1,0,0,1
Nursing,Area9,"bh, room, simulated, space, need",1,1,0,0,0
Nursing,Area9,"comply, ched, art, prioritize, supply",1,1,0,0,0
Nursing,Area9,"bh, room, simulated, space, need",1,1,0,0,0
Nursing,Area9,"bh, room, simulated, space, need",1,1,0,0,0
Nursing,Area9,"medicine, cabinet, require, aid, drug",1,1,0,0,0
Sociology,Area1,"ensure, discussion, syllabus, incorporate, cover",0,0,0,0,0
Sociology,Area1,"revise, vmgos, course, stakeholder, include",0,0,0,0,0
Sociology,Area1,"possible, mistake, adequate, vmgos, cover",0,0,0,0,0
Sociology,Area1,"ensure, discussion, syllabus, incorporate, cover",0,0,0,0,0
Sociology,Area1,"ensure, discussion, syllabus, incorporate, cover",0,0,0,0,0
Sociology,Area1,"result, submit, complete, acceptability, survey",1,1,0,0,1
Sociology,Area1,"goal, guide, objective, make, mapping",1,0,0,0,0
Sociology,Area1,"graduate, feedbacking, employability, study, tracer",1,0,0,0,0
Sociology,Area1,"feedback, outcome, program, consider, serve",1,0,0,0,0
Sociology,Area1,"result, complete, serve, program, consider",1,0,0,0,0
Sociology,Area1,"staff, strengthen, resort, disseminate, avenue",0,1,0,0,0
Sociology,Area1,"inservice, awareness, training, periodic, acceptability",1,1,0,0,0
Sociology,Area1,"staff, strengthen, resort, disseminate, avenue",0,1,0,0,0
Sociology,Area1,"quantify, participation, review, meaningful, level",0,1,0,0,0
Sociology,Area1,"explore, comprehension, understand, avenue, disseminate",0,1,0,0,0
Sociology,Area10,"function, define, state, clearly, head",0,0,0,0,0
Sociology,Area10,"involve, especially, college, activity, faculty",1,0,0,0,1
Sociology,Area10,"channel, training, correct, personnel, implementation",0,0,0,0,0
Sociology,Area10,"strengthen, administration, work, development, plan",1,1,0,0,1
Sociology,Area10,"implementation, update, regular, plan, development",0,0,0,0,0
Sociology,Area10,"additional, facility, instructional, equipment, student",1,0,0,0,0
Sociology,Area10,"tracer, determine, graduate, administration, student",1,1,0,0,1
Sociology,Area10,"faculty, generate, participative, staff, collaborative",1,0,0,0,0
Sociology,Area10,"radio, manage, station, want, administration",1,1,0,0,1
Sociology,Area10,"fourfold, extension, comprehensive, program, include",1,1,0,0,1
Sociology,Area10,"utilize, alumnus, continue, need, consider",0,1,0,0,0
Sociology,Area10,"gadget, consider, administration, need, provide",1,1,0,0,0
Sociology,Area10,"consider, ab, radio, campus, program",1,1,0,0,0
Sociology,Area10,"year, consider, need, strategy, enrolment",0,1,0,0,0
Sociology,Area10,"utilize, alumnus, continue, need, consider",0,1,0,0,0
Sociology,Area2,"easy, instructor, teacher, indicate, reference",1,0,0,0,1
Sociology,Area2,"productively, meeting, review, graduate, faculty",1,1,0,0,1
Sociology,Area2,"warrant, member, university, encourage, faculty",1,1,0,0,1
Sociology,Area2,"hour, teach, load, class, schedule",1,1,0,0,1
Sociology,Area2,"instruction, faculty, various, college, come",1,1,0,0,1
Sociology,Area2,"schedule, consultation, administrative, indicate, research",1,1,0,0,1
Sociology,Area2,"kept, committee, echoseminars, serve, conduct",1,1,0,0,1
Sociology,Area2,"varied, common, equipment, enrich, teach",1,0,0,0,0
Sociology,Area2,"class, case, service, learn, faculty",1,1,0,0,1
Sociology,Area2,"facultycore, encourage, result, teach, conduct",1,0,0,0,0
Sociology,Area2,"interruption, class, avoid, substitution, year",1,1,0,0,0
Sociology,Area2,"consultation, assignment, research, extension, program",1,1,0,0,0
Sociology,Area2,"load, quality, instruction, member, faculty",1,1,0,0,0
Sociology,Area2,"evaluate, committee, material, ims, want",1,1,0,0,0
Sociology,Area2,"quality, instruction, effective, faculty, suggest",1,1,0,0,0
Sociology,Area3,"andor, syllabus, reference, write, encourage",0,0,0,0,0
Sociology,Area3,"andor, syllabus, reference, write, encourage",0,0,0,0,0
Sociology,Area3,"encourage, material, teach, particular, write",1,0,0,0,1
Sociology,Area3,"student, begin, vmgos, syllabus, course",1,0,0,0,1
Sociology,Area3,"write, member, faculty, instructional, material",1,0,0,0,1
Sociology,Area3,"performance, faculty, conduct, student, need",1,0,0,0,0
Sociology,Area3,"minute, meeting, survey, record, need",1,0,0,0,0
Sociology,Area3,"workshop, school, different, teach, student",1,0,0,0,0
Sociology,Area3,"performance, faculty, conduct, study, academic",1,0,0,0,0
Sociology,Area3,"performance, faculty, conduct, student, need",1,0,0,0,0
Sociology,Area3,"consider, program, socio, ab, revision",0,1,0,0,0
Sociology,Area3,"committee, cover, curriculum, documentation, revision",0,1,0,0,0
Sociology,Area3,"pbb, copc, sake, socio, ab",0,1,0,0,0
Sociology,Area3,"make, incharge, library, program, consider",0,1,0,0,0
Sociology,Area3,"increase, scheme, year, strategy, enrolment",0,1,0,0,0
Sociology,Area4,"space, office, ssd, service, student",1,1,0,0,1
Sociology,Area4,"possible, room, conducive, guidance, test",1,1,0,0,1
Sociology,Area4,"uniform, review, facilitate, follow, evaluation",0,1,0,0,1
Sociology,Area4,"information, dissemination, paper, revive, ca",0,0,0,0,0
Sociology,Area4,"nook, separate, provide, service, student",1,1,0,0,1
Sociology,Area4,"office, priority, consider, counsel, student",1,1,0,0,1
Sociology,Area4,"strictly, academic, consider, faculty, department",1,1,0,0,1
Sociology,Area4,"input, college, provide, priority, consider",1,1,0,0,1
Sociology,Area4,"university, provide, regard, college, consider",1,1,0,0,1
Sociology,Area4,"venue, encourage, test, psychological, student",1,1,0,0,1
Sociology,Area4,"guidance, fund, administration, allocate, university",1,1,0,0,0
Sociology,Area4,"service, evaluation, monitoring, student, result",1,1,0,0,0
Sociology,Area4,"allow, minimize, jeep, conduct, consider",1,1,0,0,0
Sociology,Area4,"visit, recommendation, affair, provide, student",1,1,0,0,0
Sociology,Area4,"student, research, survey, data, processing",1,1,0,0,0
Sociology,Area5,"conduct, make, proceeding, inhouse, review",1,0,0,0,1
Sociology,Area5,"seminar, regard, prescribed, write, conduct",0,0,0,0,0
Sociology,Area5,"far, motivate, student, conduct, activity",0,1,0,0,1
Sociology,Area5,"deloading, deloaded, course, member, research",1,1,0,0,1
Sociology,Area5,"clientele, utilized, welfare, research, conduct",1,1,0,0,1
Sociology,Area5,"incentive, researcher, strengthen, encourage, research",1,1,0,0,1
Sociology,Area5,"include, program, review, encourage, research",1,1,0,0,1
Sociology,Area5,"include, program, review, encourage, research",1,1,0,0,1
Sociology,Area5,"include, program, review, encourage, research",1,1,0,0,1
Sociology,Area5,"international, local, national, result, publication",1,1,0,0,1
Sociology,Area5,"college, generate, income, encourage, research",1,1,0,0,0
Sociology,Area5,"library, exchange, publication, encourage, research",1,1,0,0,0
Sociology,Area5,"college, generate, income, encourage, research",1,1,0,0,0
Sociology,Area5,"beneficiary, stakeholder, student, agenda, research",1,1,0,0,0
Sociology,Area5,"output, faculty, university, patent, consider",0,1,0,0,0
Sociology,Area6,"operation, properly, manual, activity, extension",1,1,0,0,1
Sociology,Area6,"limited, area, exhibit, accreditation, document",0,0,0,0,0
Sociology,Area6,"evaluation, involve, program, activity, extension",1,1,0,0,1
Sociology,Area6,"result, transfer, extension, activity, program",1,1,0,0,1
Sociology,Area6,"desire, sustain, certain, effect, program",0,0,0,0,0
Sociology,Area6,"extension, student, devise, instrument, activity",1,1,0,0,1
Sociology,Area6,"properly, documentation, determine, monitoring, evaluation",1,0,0,0,0
Sociology,Area6,"faculty, charge, lecture, utilize, activity",1,1,0,0,1
Sociology,Area6,"extension, student, devise, instrument, activity",1,1,0,0,1
Sociology,Area6,"extension, student, devise, instrument, activity",1,1,0,0,1
Sociology,Area6,"spacious, equipment, provide, material, supply",0,1,0,0,0
Sociology,Area6,"spacious, equipment, provide, material, supply",0,1,0,0,0
Sociology,Area6,"spacious, equipment, provide, material, supply",0,1,0,0,0
Sociology,Area6,"spacious, equipment, provide, material, supply",0,1,0,0,0
Sociology,Area6,"faculty, office, college, beneficiary, extension",1,1,0,0,0
Sociology,Area7,"additional, simple, library, student, staff",1,1,0,0,1
Sociology,Area7,"current, seminar, workshop, library, staff",1,1,0,0,1
Sociology,Area7,"additional, simple, library, student, staff",1,1,0,0,1
Sociology,Area7,"collegesuniversitys, adequate, quality, necessary, student",0,0,0,0,0
Sociology,Area7,"various, reading, effective, library, information",1,1,0,0,1
Sociology,Area7,"computer, online, information, center, library",1,1,0,0,1
Sociology,Area7,"filipiniana, continuously, collection, library, enhance",1,1,0,0,1
Sociology,Area7,"maximize, area, enhance, collection, continuously",1,1,0,0,1
Sociology,Area7,"general, care, preservation, library, enhance",1,1,0,0,1
Sociology,Area7,"airconditioning, place, additional, unit, library",1,1,0,0,1
Sociology,Area7,"book, major, formulate, development, policy",0,1,0,0,0
Sociology,Area7,"instal, electronic, service, section, reading",0,1,0,0,0
Sociology,Area7,"mmsu, affected, area, library, need",1,1,0,0,0
Sociology,Area7,"file, wider, college, conserve, collection",1,1,0,0,0
Sociology,Area7,"support, mmsu, collection, need, library",1,1,0,0,0
Sociology,Area8,"periodic, inform, public, water, drinking",0,0,0,0,0
Sociology,Area8,"institution, protect, proper, university, building",1,1,0,0,1
Sociology,Area8,"periodic, inform, available, public, student",0,1,0,0,1
Sociology,Area8,"prescribed, toilet, installation, properly, wiring",0,1,0,0,1
Sociology,Area8,"student, room, classroom, emergency, laboratory",1,1,0,0,1
Sociology,Area8,"community, proper, extinguisher, inside, place",1,1,0,0,1
Sociology,Area8,"label, originate, college, room, inside",1,1,0,0,1
Sociology,Area8,"conducive, learn, room, college, place",1,1,0,0,1
Sociology,Area8,"restroom, maintain, cleanliness, staff, building",1,1,0,0,1
Sociology,Area8,"entrance, map, install, development, vicinity",1,0,0,0,0
Sociology,Area8,"process, supply, teachinglearning, projector, equipment",0,1,0,0,0
Sociology,Area8,"concern, cleanliness, provide, facility, proper",1,1,0,0,0
Sociology,Area8,"center, student, inside, room, provide",1,1,0,0,0
Sociology,Area8,"concern, cleanliness, provide, facility, proper",1,1,0,0,0
Sociology,Area8,"accommodation, proper, student, toilet, facility",1,1,0,0,0
Sociology,Area9,"table, demonstration, additional, laboratory, room",1,1,0,0,1
Sociology,Area9,"physic, room, student, make, laboratory",1,1,0,0,1
Sociology,Area9,"conduct, laboratory, room, make, supply",1,1,0,0,1
Sociology,Area9,"instal, water, laboratory, exercise, conduct",1,1,0,0,1
Sociology,Area9,"college, disaster, properly, time, extinguisher",0,0,0,0,0
Sociology,Area9,"repaint, resource, air, unit, laboratory",1,1,0,0,1
Sociology,Area9,"duty, custodian, consider, hire, function",1,1,0,0,1
Sociology,Area9,"repaint, resource, air, unit, laboratory",1,1,0,0,1
Sociology,Area9,"repaint, resource, air, unit, laboratory",1,1,0,0,1
Sociology,Area9,"repaint, resource, air, unit, laboratory",1,1,0,0,1
Sociology,Area9,"maintenance, orderliness, room, student, tapped",0,1,0,0,0
Sociology,Area9,"consider, equipment, periodic, upgrade, laboratory",1,1,0,0,0
Sociology,Area9,"material, safely, store, supply, laboratory",1,1,0,0,0
Sociology,Area9,"laboratory, material, safely, store, supply",1,1,0,0,0
Sociology,Area9,"material, safely, store, supply, laboratory",1,1,0,0,0
Theraphy,Area1,"include, bulletin, statement, pt, department",0,0,0,0,0
Theraphy,Area1,"participation, stakeholder, formulation, pt, revision",0,0,0,0,0
Theraphy,Area1,"guideline, awareness, not_interpreted, conduct, survey",0,0,0,0,0
Theraphy,Area1,"include, bulletin, statement, department, pt",0,0,0,0,0
Theraphy,Area1,"include, bulletin, statement, department, pt",0,0,0,0,0
Theraphy,Area10,"encourage, no_documents, planning, student, unit",0,0,0,0,0
Theraphy,Area10,"encourage, no_documents, planning, student, unit",0,0,0,0,0
Theraphy,Area10,"encourage, no_documents, planning, student, unit",0,0,0,0,0
Theraphy,Area10,"encourage, no_documents, planning, student, unit",0,0,0,0,0
Theraphy,Area10,"budget, encourage, no_documents, planning, participation",0,0,0,0,0
Theraphy,Area2,"committee, breeding, professional, member, faculty",0,0,0,0,0
Theraphy,Area2,"enjoin, renew, member, faculty, license",0,0,0,0,0
Theraphy,Area2,"formulate, policy, create, committee, breeding",0,0,0,0,0
Theraphy,Area2,"instructional, attendance, activity, professional, development",0,0,0,0,0
Theraphy,Area2,"course, prepared, update, include, syllabus",0,0,0,0,0
Theraphy,Area3,"final, table, examination, specification, midterm",0,0,0,0,0
Theraphy,Area3,"final, table, examination, specification, midterm",0,0,0,0,0
Theraphy,Area3,"sample, difference, tool, assessment, individual",0,0,0,0,0
Theraphy,Area3,"faculty, pt, teach, area, subject",0,0,0,0,0
Theraphy,Area3,"academic, current, course, syllabus, year",0,0,0,0,0
Theraphy,Area4,"provide, checklist, analyze, accord, document",0,0,0,0,0
Theraphy,Area4,"documentary, secure, outminist, grant, document",0,0,0,0,0
Theraphy,Area4,"documentary, secure, outminist, grant, document",0,0,0,0,0
Theraphy,Area4,"activitites, guidance, scholarship, student, service",0,0,0,0,0
Theraphy,Area4,"outminist, include, ay, update, document",0,0,0,0,0
Theraphy,Area5,"formation, edit, abstract, program, research",0,0,0,0,0
Theraphy,Area5,"encourage, conduct, pt, faculty, research",0,0,0,0,0
Theraphy,Area5,"encourage, conduct, pt, faculty, research",0,0,0,0,0
Theraphy,Area5,"information, include, asset, progress, update",0,0,0,0,0
Theraphy,Area5,"research, encourage, conduct, pt, faculty",0,0,0,0,0
Theraphy,Area6,"survey, pt, instrument, adapt, extension",0,0,0,0,0
Theraphy,Area6,"draft, sustainable, department, program, extension",0,0,0,0,0
Theraphy,Area6,"study, suggest, impact, official, program",0,0,0,0,0
Theraphy,Area6,"longterm, draft, sustainable, department, extension",0,0,0,0,0
Theraphy,Area6,"provide, evidence, engagement, outsource, extension",0,0,0,0,0
Theraphy,Area7,"document, collection, available, sufficient, survey",0,0,0,0,0
Theraphy,Area7,"collection, available, management, survey, library",0,0,0,0,0
Theraphy,Area7,"document, collection, available, sufficient, survey",0,0,0,0,0
Theraphy,Area7,"document, collection, available, sufficient, survey",0,0,0,0,0
Theraphy,Area7,"document, collection, available, sufficient, survey",0,0,0,0,0
Theraphy,Area8,"campus, building, available, maintenance, waste",0,0,0,0,0
Theraphy,Area8,"campus, building, available, maintenance, waste",0,0,0,0,0
Theraphy,Area8,"campus, building, available, maintenance, waste",0,0,0,0,0
Theraphy,Area8,"campus, building, available, maintenance, waste",0,0,0,0,0
Theraphy,Area8,"campus, building, available, maintenance, waste",0,0,0,0,0
Theraphy,Area9,"date, center, available, not_periodicals, student",0,0,0,0,0
Theraphy,Area9,"specific, student, laboratory, facility, equipment",0,0,0,0,0
Theraphy,Area9,"date, center, available, not_periodicals, student",0,0,0,0,0
Theraphy,Area9,"date, center, available, not_periodicals, student",0,0,0,0,0
Theraphy,Area9,"date, center, available, not_periodicals, student",0,0,0,0,0
Therapy,Area1,"develop, awareness, gather, university, consider",1,0,0,0,0
Therapy,Area1,"radio, airtime, university, program, consider",1,0,0,0,0
Therapy,Area1,"location, premise, post, school, strategic",1,0,0,0,0
Therapy,Area1,"canteen, poster, area, university, want",1,0,0,0,0
Therapy,Area1,"left, program, reflect, vmgos, college",1,0,0,0,0
Therapy,Area10,"student, personnel, service, faculty, member",1,0,0,0,0
Therapy,Area10,"fixture, equipment, property, physical, university",1,0,0,0,0
Therapy,Area10,"need, ensure, office, document, shall",1,0,0,0,0
Therapy,Area10,"school, personnel, physical, office, university",1,0,0,0,0
Therapy,Area10,"office, administration, time, box, suggestion",1,0,0,0,0
Therapy,Area2,"research, manual, copyright, consider, university",1,0,0,0,0
Therapy,Area2,"copyright, patent, manual, university, faculty",1,0,0,0,0
Therapy,Area2,"workbook, laboratory, module, instructional, patent",1,0,0,0,0
Therapy,Area2,"present, conduct, member, research, faculty",1,0,0,0,0
Therapy,Area2,"educational, extend, administration, fullbright, foundation",1,0,0,0,0
Therapy,Area3,"administration, manual, workbook, faculty, university",1,0,0,0,0
Therapy,Area3,"curriculum, graduate, program, make, university",1,0,0,0,0
Therapy,Area3,"review, material, instructional, development, examination",1,0,0,0,0
